Original,Furigana,English,Russian,JLPT Level
最中,さいちゅう,in the middle of,в середине,N3
最低,さいてい,"least, lowest, worst","наименьший, самый низкий, худший",N3
才能,さいのう,"talent, ability","талант, способности",N3
裁判,さいばん,"trial, judgment","суд, приговор",N3
材料,ざいりょう,"ingredients, material","ингредиенты, материал",N3
幸い,さいわい,fortunately; luckily,к счастью; к счастью,N3
サイン,サイン,autograph; sign; sine,автограф; знак; синус,N3
境,さかい,"border, boundary, mental state","граница, психическое состояние",N3
逆らう,さからう,"to go against, to oppose, to disobey","идти против, противостоять, не подчиняться",N3
盛り,さかり,"helping, serving","помощь, служение",N3
作業,さぎょう,"work, operation, manufacturing","работа, эксплуатация, производство",N3
裂く,さく,"to tear, to split","рвать, раскалывать",N3
昨,さく,"last (year), yesterday","последний (год), вчера",N3
作品,さくひん,"work, opus, production","произведение, опус, производство",N3
作物,さくもつ,"produce (e.g., agricultural), crops","продукция (например, сельскохозяйственная), сельскохозяйственные культуры",N3
桜,さくら,"cherry blossom, cherry tree","цветение вишни, вишневое дерево",N3
酒,さけ,"alcohol, sake","алкоголь, саке",N3
叫ぶ,さけぶ,"to shout, to cry","кричать, плакать",N3
避ける,さける,"to avoid (physical contact); to ward off, to avert","избегать (физического контакта); отразить, предотвратить",N3
支える,ささえる,"support, hold, sustain","поддерживать, удерживать",N3
刺さる,ささる,"to stick, to be stuck","прилипнуть, застрять",N3
刺す,さす,"to sting, to bite (e.g., bug), to prick, to stab","жалить, кусать (например, клоп), колоть",N3
指す,さす,"to point,",указать,N3
挿す,さす,"to insert, to put in, to graft","вставить, привить",N3
注す,さす,"to pour (drink), to serve (drinks)","наливать (пить), подавать (напитки)",N3
射す,さす,"to shine, to strike","сиять, поразить",N3
座席,ざせき,seat,сиденье,N3
誘う,さそう,"to invite (someone to do something with you); to tempt, to lure","пригласить (кого-то сделать что-то с тобой); соблазнять, заманивать",N3
札,さつ,"bill, note","счет, заметка",N3
作家,さっか,"author, writer, novelist","автор, писатель, прозаик",N3
作曲,さっきょく,composition (of music),композиция (музыки),N3
ざっと,ざっと,"roughly, in round numbers","примерно, в круглых цифрах",N3
さっぱり,さっぱり,"feeling refreshed, neat","ощущение свежести, опрятности",N3
さて,さて,"well; now (typically used when switching to a new, usually more important topic)","хорошо; сейчас (обычно используется при переключении на новую, обычно более важную тему)",N3
砂漠,さばく,desert,пустыня,N3
差別,さべつ,"discrimination, differentiation","дискриминация, дифференциация",N3
ママ,ママ,Mama,Мама,N3
豆,まめ,"beans, peas","фасоль, горох",N3
守る,まもる,to protect; to abide (by the rules),защищать; соблюдать (правила),N3
迷う,まよう,"to be puzzled, to be perplexed, to lose one's way","растеряться, сбиться с пути",N3
丸,まる,"circle, full (month)","круг, полный (месяц)",N3
円,まる,circle,круг,N3
まるで,まるで,just like,"точно так же, как",N3
万一,まんいち,"by some chance, if by any chance","случайно, если случайно",N3
満足,まんぞく,satisfaction,удовлетворение,N3
身,み,"body, main part","тело, основная часть",N3
実,み,"fruit, seed, good result","плоды, семена, хороший результат",N3
見送り,みおくり,seeing one off,проводы одного,N3
味方,みかた,"ally, supporter","союзник, сторонник",N3
見事,みごと,"splendid, magnificent",великолепный,N3
ミス,ミス,"miss (mistake, error, failure), Miss","промах (ошибка, ошибка, неудача), промах",N3
満ちる,みちる,"to be full, to mature","наполниться, повзрослеть",N3
密,みつ,"thick, close","толстый, близкий",N3
認める,みとめる,"to recognize, to notice; to approve","узнавать, замечать; одобрить",N3
見舞い,みまい,"expression of sympathy, expression of concern","выражение сочувствия, выражение беспокойства",N3
土産,みやげ,souvenir,сувенир,N3
都,みやこ,city; capital,город; капитал,N3
妙,みょう,"strange, unusual","странный, необычный",N3
明後日,みょうごにち,day after tomorrow,послезавтра,N3
未来,みらい,future (life tense),будущее (жизненное время),N3
魅力,みりょく,"charm, fascination, appeal","очарование, привлекательность",N3
診る,みる,to examine (a patient),осмотреть (пациента),N3
ミルク,ミルク,milk,молоко,N3
無,む,"nothing, naught, zero","ничего, ноль",N3
向かい,むかい,"facing, opposite, across","лицом, напротив, поперек",N3
迎え,むかえ,"meeting, person sent to pick up an arrival","встреча, человек, посланный забрать прибывшего",N3
向く,むく,to face,лицом к лицу,N3
剥く,むく,"to peel, to skin","чистить, снимать шкуру",N3
向ける,むける,"to turn towards, to point","повернуться к, указать",N3
無視,むし,"disregard, ignore",игнорировать,N3
蒸し暑い,むしあつい,"humid, sultry","влажный, душный",N3
虫歯,むしば,"cavity, tooth decay",кариес,N3
寧ろ,むしろ,"rather, better, instead","скорее, лучше, вместо этого",N3
蒸す,むす,"to steam, to poultice, to be sultry","париться, припаркиваться, быть знойным",N3
結ぶ,むすぶ,"to tie, to bind, to link",связать,N3
無駄,むだ,"futility, uselessness","тщетность, бесполезность",N3
夢中,むちゅう,"crush, crazy, be hooked on","влюбиться, сходить с ума, подсесть",N3
胸,むね,"breast, chest",грудь,N3
無料,むりょう,"free, no charge","бесплатно, без оплаты",N3
芽,め,sprout,росток,N3
明確,めいかく,"clear, definite","ясный, определенный",N3
名刺,めいし,(name) card; business card,(имя) карта; визитная карточка,N3
名詞,めいし,noun,существительное,N3
命じる,めいじる,"to order, to command, to appoint","приказывать, командовать, назначать",N3
名人,めいじん,"master, expert","мастер, эксперт",N3
命令,めいれい,"order, command, decree","приказ, указ",N3
迷惑,めいわく,"trouble, bother, annoyance","неприятность, беспокойство, досада",N3
目上,めうえ,person of higher status; one's senior,человек более высокого статуса; старший,N3
飯,めし,"meals, food",еда,N3
滅多に,めったに,"rarely (with neg. verb), seldom","редко (с отр. глаголом), редко",N3
メモ,メモ,"memorandum, note","меморандум, записка",N3
面,めん,"face, mug, surface, side or facet, corner, page","лицо, кружка, поверхность, сторона или грань, угол, страница",N3
綿,めん,cotton,хлопок,N3
免許,めんきょ,"license, permit, certificate","лицензия, разрешение, сертификат",N3
面接,めんせつ,interview,интервью,N3
面倒,めんどう,"trouble, attention","проблема, внимание",N3
メンバー,メンバー,member,член,N3
申し込む,もうしこむ,"to apply for, to make an application","подать заявку, подать заявление",N3
申し訳,もうしわけ,"apology, excuse","извинение, извини",N3
毛布,もうふ,blanket,одеяло,N3
燃える,もえる,to burn,сжечь,N3
目的,もくてき,"purpose, goal, aim",цель,N3
目標,もくひょう,"mark, objective, target","метка, цель, мишень",N3
文字,もじ,"letter (of alphabet), character","буква (алфавита), символ",N3
文字,もんじ,"letter (of alphabet), character","буква (алфавита), символ",N3
もしかすると,もしかすると,"perhaps, maybe, by some chance","возможно, может быть, случайно",N3
もしも,もしも,if,если,N3
持ち上げる,もちあげる,"to raise, to lift up, to flatter","возвысить, польстить",N3
用いる,もちいる,"to use, to make use of",использовать,N3
もったいない,もったいない,"wasteful; more than one deserves, unworthy of","расточительный; больше, чем человек заслуживает, недостойный",N3
尤も,もっとも,"quite right, plausible, natural","совершенно верно, правдоподобно, естественно",N3
元,もと,"origin, original; former","происхождение, оригинал; бывший",N3
基,もと,basis,основа,N3
素,もと,prime,основной,N3
戻す,もどす,"to restore, to put back, to return","восстановить, вернуть",N3
基づく,もとづく,"to be grounded on, to be based on","основываться, основываться на",N3
求める,もとめる,"to request, to ask for; to seek, to search for","просить, просить; искать, искать",N3
者,もの,person (same as 人 (ひと)),"человек (то же, что 人 (ひと))",N3
物音,ものおと,sounds,звуки,N3
物語,ものがたり,"tale, story, legend","сказка, рассказ, легенда",N3
物事,ものごと,"things, everything","вещи, все",N3
燃やす,もやす,to burn,сжечь,N3
模様,もよう,"pattern, figure, design","узор, фигура, дизайн",N3
文句,もんく,a complaint,жалоба,N3
やがて,やがて,"before long, soon, at length","вскоре, скоро, наконец",N3
役,やく,"role, position","роль, положение",N3
約,やく,"approximately, about, some","примерно, около, какой-то",N3
訳,やく,translation,перевод,N3
訳す,やくす,to translate,переводить,N3
役割,やくわり,"assigning (allotment of) parts, role, duties","распределение (распределение) частей, ролей, обязанностей",N3
家賃,やちん,rent,арендовать,N3
厄介,やっかい,"trouble, burden, care","забота, бремя",N3
宿,やど,"inn, lodging","гостиница, жилье",N3
雇う,やとう,"to employ, to hire",нанимать,N3
屋根,やね,roof,крыша,N3
破る,やぶる,to tear; to violate; to defeat,рвать; нарушать; победить,N3
破れる,やぶれる,"to get torn, to wear out","разорваться, изнашиваться",N3
辞める,やめる,to retire,выйти на пенсию,N3
やや,やや,"a little, partially, somewhat","немного, частично, несколько",N3
唯一,ゆいいつ,"only, sole, unique","единственный, неповторимый",N3
勇気,ゆうき,"courage, bravery, boldness","мужество, отвага, смелость",N3
友好,ゆうこう,friendship,дружба,N3
有効,ゆうこう,"valid, effectual","действительный, действенный",N3
優秀,ゆうしゅう,"superiority, excellence",превосходство,N3
優勝,ゆうしょう,"overall victory, championship","общая победа, чемпионство",N3
友情,ゆうじょう,"friendship, fellowship","дружба, товарищество",N3
友人,ゆうじん,friend (formal),друг (официальный),N3
有能,ゆうのう,"able, capable, efficient","способный, эффективный",N3
郵便,ゆうびん,"mail, postal service","почта, почтовая служба",N3
ユーモア,ユーモア,humor,юмор,N3
有利,ゆうり,"advantageous, better","выгоднее, лучше",N3
床,ゆか,floor,пол,N3
愉快,ゆかい,"pleasant, happy","приятный, счастливый",N3
譲る,ゆずる,"to turn over, to assign, to hand over",передать,N3
豊か,ゆたか,"abundant, wealthy, plentiful, rich","обильный, богатый",N3
茹でる,ゆでる,to boil,варить,N3
許す,ゆるす,"to permit, to allow, to approve","разрешить, одобрить",N3
夜,よ,"evening, night","вечер, ночь",N3
夜明け,よあけ,"dawn, daybreak",рассвет,N3
酔う,よう,to get drunk,напиться,N3
容易,ようい,"easy, simple, plain","легкий, простой",N3
容器,ようき,"container, vessel","контейнер, сосуд",N3
陽気,ようき,"season, weather, cheerfulness","время года, погода, бодрость",N3
要求,ようきゅう,"request, demand","просьба, требование",N3
用心,ようじん,"care, precaution, caution","забота, предосторожность, осторожность",N3
様子,ようす,"aspect, state, appearance","аспект, состояние, внешний вид",N3
要するに,ようするに,"in a word, after all, in short …","словом, ведь, короче…",N3
要素,ようそ,element,элемент,N3
要点,ようてん,"gist, main point","суть, главное",N3
曜日,ようび,day of the week,день недели,N3
ヨーロッパ,ヨーロッパ,Europe,Европа,N3
予期,よき,"expectation, forecast","ожидание, прогноз",N3
横切る,よこぎる,"to cross (e.g., arms), to traverse","пересекать (например, руки), пересекать",N3
汚す,よごす,"to pollute, to make dirty","загрязнять, пачкать",N3
予算,よさん,"estimate, budget","смета, бюджет",N3
止す,よす,"to cease, to give up","прекратить, отказаться",N3
寄せる,よせる,"to collect, to gather, to put aside","собирать, откладывать",N3
予測,よそく,"prediction, estimation","предсказание, оценка",N3
ヨット,ヨット,yacht,яхта,N3
夜中,よなか,"midnight, dead of night","полночь, глухая ночь",N3
世の中,よのなか,"society, the world","общество, мир",N3
余分,よぶん,"extra, excess, surplus","дополнительный, избыток",N3
予報,よほう,"forecast, prediction","прогноз, предсказание",N3
予防,よぼう,"prevention, protection against","профилактика, защита от",N3
読み,よみ,reading,чтение,N3
嫁,よめ,"bride, daughter-in-law","невеста, невестка",N3
余裕,よゆう,excess; surplus,избыток; излишек,N3
より,より,"twist, ply","скручивать, сгибать",N3
因る,よる,to come from,прийти из,N3
喜び,よろこび,"joy, pleasure, rejoicing","радость, удовольствие, ликование",N3
よろしく (かん),よろしく (かん),"best regards, please remember me","с уважением, пожалуйста, запомни меня",N3
四,よん,four,четыре,N3
来,らい～,next ~,следующий ~,N3
ライター,ライター,lighter; writer,легче; писатель,N3
楽,らく,"comfort, ease","комфорт, легкость",N3
ラケット,ラケット,racket,ракетка,N3
利益,りえき,"profits, gains",прибыль,N3
理解,りかい,"understanding, comprehension",понимание,N3
陸,りく,"land, shore","земля, берег",N3
利口,りこう,"clever, shrewd, bright","умный, проницательный, яркий",N3
離婚,りこん,divorce,развод,N3
理想,りそう,ideal,идеальный,N3
率,りつ,"rate, ratio, percentage","ставка, соотношение, процент",N3
留学,りゅうがく,studying abroad,обучение за границей,N3
流行,りゅうこう,"fashionable, fad, prevailing","модный, причудливый, преобладающий",N3
量,りょう,"quantity, amount","количество, сумма",N3
寮,りょう,"hostel, dormitory",общежитие,N3
両替,りょうがえ,"change, money exchange","сдача, обмен денег",N3
料金,りょうきん,"fee, charge, fare","плата, тариф",N3
例,れい,"instance, example, case","экземпляр, пример, случай",N3
礼,れい,expression of gratitude; bow,выражение благодарности; поклон,N3
例外,れいがい,exception,исключение,N3
礼儀,れいぎ,"manners, courtesy, etiquette","манеры, вежливость, этикет",N3
冷静,れいせい,"calm, coolness","спокойствие, прохлада",N3
列,れつ,"queue, line, row","очередь, линия, ряд",N3
列車,れっしゃ,train (ordinary),поезд (обычный),N3
レベル,レベル,level,уровень,N3
連想,れんそう,"association (of ideas), suggestion","ассоциация (идей), внушение",N3
連続,れんぞく,"consecutive, continuity, continuing","последовательный, непрерывность, продолжающийся",N3
老人,ろうじん,"the aged, old person","пожилой, старый человек",N3
労働,ろうどう,"labor, work","труд, работа",N3
ロケット,ロケット,"locket, rocket","медальон, ракета",N3
論じる,ろんじる,"to argue, to discuss","спорить, обсуждать",N3
論争,ろんそう,"controversy, dispute","полемика, спор",N3
論文,ろんぶん,"thesis, paper","диссертация, статья",N3
輪,わ,"ring, hoop, circle","кольцо, обруч, круг",N3
ワイン,ワイン,wine,вино,N3
わがまま,わがまま,"selfishness, egoism, willfulness","эгоизм, своенравие",N3
別れ,わかれ,"parting, separation, farewell","расставание, разлука, прощание",N3
分かれる,わかれる,"to branch off, to diverge from","ответвляться, расходиться от",N3
脇,わき,side,сторона,N3
湧く,わく,"to boil, to grow hot","закипеть, нагреться",N3
分ける,わける,"to divide, to separate","разделить, отделить",N3
わざと,わざと,on purpose,нарочно,N3
僅か,わずか,"only, merely, a little","только, всего лишь, немного",N3
綿,わた,cotton,хлопок,N3
話題,わだい,"topic, subject","тема, предмет",N3
笑い,わらい,"laugh, laughter, smile","смеяться, улыбаться",N3
割る,わる,"to divide, to break","разделить, сломать",N3
悪口,わるくち,"abuse, insult",оскорбление,N3
我々,われわれ,we,мы,N3
湾,わん,"bay, gulf, inlet","бухта, залив",N3
椀,わん,bowl,чаша,N3
碗,わん,bowl,чаша,N3
悪,あく,"evil, vice","зло, порок",N3
当り,あたり,"hit, success, reaching the mark","попадание, успех, достижение цели",N3
アップ,アップ,up,вверх,N3
宛てる,あてる,"to address, to put","адресовать, поставить",N3
アンケート,アンケート,"questionnaire (FRE: enquete), survey","анкета (FRE: enquete), опрос",N3
異,い,difference (of opinion),разница (мнений),N3
意,い,will,воля,N3
医院,いいん,"doctor's office (surgery), clinic","кабинет врача (хирургия), клиника",N3
怒り,いかり,anger,злость,N3
粋,いき,"chic, style, purity","шик, стиль, чистота",N3
意地,いじ,"disposition, spirit, obstinacy, appetite","характер, дух, упрямство, аппетит",N3
依然,いぜん,"still, as yet","все еще, пока еще",N3
傷める,いためる,"to damage, to impair, to spoil",портить,N3
炒める,いためる,to stir-fry,жарить,N3
一帯,いったい,"a region, the whole place","регион, все место",N3
異動,いどう,"a change, transfer","изменение, перенос",N3
衣料,いりょう,clothing,одежда,N3
渦,うず,swirl,вихрь,N3
埋まる,うまる,"to be buried, to be filled","быть похороненным, быть наполненным",N3
産む,うむ,"to give birth (v.t.), to deliver, to produce","рожать (ст.), доставлять, производить",N3
縁,えん,"chance, tie, relationship","шанс, ничья, отношения",N3
尾,お,"tail, ridge","хвост, хребет",N3
負う,おう,"to bear, to owe","нести, быть обязанным",N3
遅れ,おくれ,"delay, lag","задержка, отставание",N3
教え,おしえ,"teachings, doctrine","учение, доктрина",N3
驚き,おどろき,"surprise, astonishment, wonder","удивление, изумление",N3
織る,おる,to weave,ткать,N3
欠く,かく,"to lack, to crack","недоставать, трескаться",N3
角,かく,angle,угол,N3
核,かく,"nucleus, kernel",ядро,N3
格,かく,"status, character, case","статус, характер, случай",N3
学歴,がくれき,academic background,академическое образование,N3
駆ける,かける,to run,бежать,N3
賭ける,かける,"to bet, to risk, to gamble","делать ставку, рисковать, играть в азартные игры",N3
課題,かだい,"subject, theme, task","предмет, тема, задача",N3
片付け,かたづけ,"tidying up, finishing","уборка, отделка",N3
加味,かみ,"seasoning, flavoring","приправа, ароматизатор",N3
借り,かり,"borrowing, debt, loan","заимствование, долг, кредит",N3
狩り,かり,hunting,охота,N3
管,かん,"pipe, tube","труба, трубка",N3
～観,かん,"feeling, view","ощущение, вид",N3
癌,がん,cancer,рак,N3
刊行,かんこう,"publication, issue","публикация, выпуск",N3
慣行,かんこう,"customary practice, habit, traditional event","обычай, привычка, традиционное событие",N3
歓声,かんせい,"cheer, shout of joy","приветствие, крик радости",N3
官僚,かんりょう,"bureaucrat, bureaucracy","бюрократ, бюрократия",N3
器官,きかん,"organ (of body, instrument)","орган (тела, инструмента)",N3
季刊,きかん,"quarterly (e.g., magazine)","ежеквартально (например, журнал)",N3
起源,きげん,"origin, beginning, rise","происхождение, начало, подъем",N3
機構,きこう,"mechanism, organization","механизм, организация",N3
築く,きずく,"to build, to establish","построить, основать",N3
規制,きせい,regulation,регулирование,N3
丘陵,きゅうりょう,hill,холм,N3
協議,きょうぎ,"conference, discussion, negotiation","конференция, дискуссия, переговоры",N3
享受,きょうじゅ,"enjoyment, being given","удовольствие, получение",N3
協調,きょうちょう,"co-operation, conciliation, harmony","сотрудничество, примирение, гармония",N3
切り,きり,"limits, place to leave off","пределы, место, где можно остановиться",N3
菌,きん,"germ, bacterium","микроб, бактерия",N3
近視,きんし,nearsightedness,близорукость,N3
苦,く,"trouble, worry, difficulty","проблема, беспокойство, трудность",N3
群,ぐん,group,группа,N3
刑,けい,"penalty, sentence, punishment","наказание, приговор",N3
経緯,けいい,"sequence of events, course","последовательность событий, ход",N3
計器,けいき,"meter, gauge","метр, манометр",N3
契機,けいき,"opportunity, chance","возможность, шанс",N3
携帯,けいたい,carrying something; mobile telephone,несущий что-то; мобильный телефон,N3
形態,けいたい,"form, shape, figure","форма, фигура",N3
血管,けっかん,blood vessel,кровеносный сосуд,N3
決行,けっこう,"doing (with resolve), carrying out (e.g., a plan)","делать (с решимостью), осуществлять (например, план)",N3
件,けん,"matter, case, item","дело, предмет",N3
減少,げんしょう,"decrease, reduction, decline","снижение, сокращение",N3
公演,こうえん,public performance,публичное выступление,N3
後悔,こうかい,"regret, repentance","сожаление, раскаяние",N3
航海,こうかい,"sail, voyage","парус, путешествие",N3
拘束,こうそく,"restriction, restraint","ограничение, сдержанность",N3
荒廃,こうはい,ruin,разорение,N3
降伏,こうふく,"capitulation, surrender, submission","капитуляция, подчинение",N3
興奮,こうふん,"excitement, stimulation","возбуждение, стимуляция",N3
語句,ごく,"words, phrases","слова, фразы",N3
個々,ここ,"individual, one by one","индивидуально, по одному",N3
故人,こじん,the deceased,умерший,N3
小銭,こぜに,"coins, small change","монеты, мелочь",N3
ことによると,ことによると,(depending on the circumstances),(в зависимости от обстоятельств),N3
コンテスト,コンテスト,contest,конкурс,N3
採集,さいしゅう,"collecting, gathering",сбор,N3
作,さく,"a work, a harvest","работа, урожай",N3
策,さく,"plan, policy","план, политика",N3
設備,せつび,"equipment, device, facilities","оборудование, устройство, средства",N3
絶滅,ぜつめつ,"destruction, extinction","разрушение, вымирание",N3
節約,せつやく,"economizing, saving","экономия, сбережение",N3
攻める,せめる,"to attack, to assault","атаковать, нападать",N3
責める,せめる,"to condemn, to blame, to criticize","осуждать, винить, критиковать",N3
善,ぜん,"good, virtue","хорошо, добродетель",N3
全,ぜん,"all, whole, entire","весь, целый",N3
全員,ぜんいん,all members,все участники,N3
専攻,せんこう,"major subject, special study","основной предмет, специальное исследование",N3
全国,ぜんこく,"the entire nation, country-wide, nation-wide","вся нация, общенациональный",N3
洗剤,せんざい,detergent,моющее средство,N3
先日,せんじつ,"the other day, a few days ago","на днях, несколько дней назад",N3
前者,ぜんしゃ,the former,бывший,N3
選手,せんしゅ,player selected for a team (usually athletic),"игрок, выбранный в команду (обычно спортивный)",N3
全身,ぜんしん,"the whole body, full-length (portrait)","все тело, в полный рост (портрет)",N3
前進,ぜんしん,"advance, drive, progress","продвижение, движение, прогресс",N3
センター,センター,center,центр,N3
全体,ぜんたい,"whole, entirety, whatever (is the matter)","целый, целиком, что угодно (в чем дело)",N3
選択,せんたく,"selection, choice",выбор,N3
宣伝,せんでん,"advertisement, publicity","реклама, пиар",N3
象,ぞう,elephant,слон,N3
騒音,そうおん,noise,шум,N3
増加,ぞうか,"increase, addition","увеличение, дополнение",N3
操作,そうさ,"operation, management, processing","эксплуатация, управление, обработка",N3
想像,そうぞう,"imagination, guess","воображение, догадайся",N3
相続,そうぞく,"succession, inheritance","преемственность, наследование",N3
装置,そうち,"equipment, installation, apparatus","оборудование, установка, аппарат",N3
相当,そうとう,"considerably, fairly; worth ~","значительно, изрядно; стоит ~",N3
速度,そくど,"speed, velocity, rate",скорость,N3
底,そこ,"bottom, sole","дно, подошва",N3
そこで,そこで,"so (conj.), accordingly","так (союз.), соответственно",N3
組織,そしき,organization; structure; tissue,организация; структура; салфетка,N3
そして,そして,and then,а потом,N3
注ぐ,そそぐ,to pour (into),вливать (в),N3
育つ,そだつ,"to be brought up, to grow (up)","воспитываться, расти (взрослеть)",N3
そっくり,そっくり,the splitting image of; entirely,расщепление изображения; полностью,N3
そっと,そっと,"softly, gently","мягко, нежно",N3
袖,そで,sleeve,рукав,N3
備える,そなえる,"to prepare, to furnish, to store","готовить, обставлять, хранить",N3
具える,そなえる,to be furnished with,быть обставленным,N3
そのうえ,そのうえ,"in addition, furthermore",кроме того,N3
そのうち,そのうち,"before long, eventually, sooner or later","вскоре, в конце концов, рано или поздно",N3
そのまま,そのまま,"without change, as it is (e.g., now)","без изменений, как есть (например, сейчас)",N3
蕎麦,そば,soba (buckwheat noodles),соба (гречневая лапша),N3
ソファー,ソファー,"sofa, couch","диван, кушетка",N3
粗末,そまつ,"humble, miserable, crude","скромный, жалкий, грубый",N3
それぞれ,それぞれ,"each, every, respectively","каждый, каждый соответственно",N3
それでも,それでも,"but (still), and yet, nevertheless","но (все еще), и все же, тем не менее",N3
それと,それと,and,и,N3
それとも,それとも,"or, or else","или, или еще",N3
揃う,そろう,"to become complete, to be equal","стать полным, быть равным",N3
揃える,そろえる,"to put things in order, to arrange","навести порядок, устроить",N3
損,そん,"loss, disadvantage","потеря, недостаток",N3
損害,そんがい,"damage, loss","ущерб, потеря",N3
尊敬,そんけい,"respect, reverence, honor","уважение, почтение, честь",N3
存在,そんざい,"existence, being","существование, бытие",N3
尊重,そんちょう,"respect, esteem, regard","уважение, почтение",N3
田,た,rice field,рисовое поле,N3
他,た,other (esp. places and things),другое (особенно места и вещи),N3
対,たい,"pair, couple, set","пара, парочка, комплект",N3
大,だい,"big, great","большой, отличный",N3
題,だい,"title, subject, theme","название, предмет, тема",N3
体育,たいいく,"physical education, gymnastics, athletics","физкультура, гимнастика, легкая атлетика",N3
体温,たいおん,temperature (body),температура (тела),N3
大会,たいかい,"convention, (big) tournament, mass meeting","съезд, (большой) турнир, массовое собрание",N3
大気,たいき,atmosphere,атмосфера,N3
代金,だいきん,"price, cost","цена, стоимость",N3
退屈,たいくつ,"tedium, boring","утомительно, скучно",N3
滞在,たいざい,"stay, sojourn","оставаться, пребывать",N3
大使,たいし,ambassador,посол,N3
大した,たいした,"significant, great, considerable","значительный, большой",N3
体重,たいじゅう,(body) weight,(тела) вес,N3
対象,たいしょう,"target; object (of worship, study, etc.); subject (i.e., of taxation)","цель; объект (поклонения, изучения и т.п.); предмет (т.е. налогообложения)",N3
対照,たいしょう,"contrast, antithesis, comparison","контраст, антитеза, сравнение",N3
大臣,だいじん,cabinet minister,министр кабинета министров,N3
対する,たいする,"to face, to confront, to oppose",противостоять,N3
大戦,たいせん,"great war, great battle","великая война, великая битва",N3
態度,たいど,"attitude, manner","отношение, манера",N3
大統領,だいとうりょう,president,президент,N3
大半,たいはん,"most of, majority, mostly","большая часть, большинство, в основном",N3
代表,だいひょう,"representative, delegation","представитель, делегация",N3
大部分,だいぶぶん,"most part, majority","большая часть, большинство",N3
タイプライター,タイプライター,typewriter,пишущая машинка,N3
逮捕,たいほ,"arrest, apprehension, capture","арест, задержание, захват",N3
題名,だいめい,title,заголовок,N3
ダイヤ,ダイヤ,(railway) schedule; diamond,(железнодорожное) расписание; алмаз,N3
太陽,たいよう,sun,солнце,N3
平ら,たいら,"flatness, level, smooth","ровность, гладкость",N3
代理,だいり,"representation, proxy, deputy","представительство, доверенное лицо, депутат",N3
大陸,たいりく,continent,континент,N3
倒す,たおす,"to throw down, to beat","сбросить, побить",N3
タオル,タオル,(hand) towel,(ручное) полотенце,N3
だが,だが,"but, however","но, однако",N3
互い,たがい,"mutual, each other","взаимно, друг друга",N3
高める,たかめる,"to raise, to lift, to boost","поднять, повысить",N3
宝,たから,treasure,сокровище,N3
宅,たく,"house, home",дом,N3
炊く,たく,"to boil, to cook",варить,N3
焚く,たく,"to burn, to kindle, to build a fire","жечь, разжигать, разводить огонь",N3
抱く,だく,"to embrace, to hug",обнимать,N3
だけど,だけど,however,однако,N3
たしか,たしか,"certain, sure, if I remember correctly","конечно, если я правильно помню",N3
確かめる,たしかめる,"to ascertain, to make sure","удостовериться, убедиться",N3
多少,たしょう,a little (same as 少し (すこし)),"немного (то же, что 少し (すこし))",N3
助かる,たすかる,to be saved; (something) helps (v.i.),спастись; (что-то) помогает (vi.),N3
助ける,たすける,"to help (v.t.), to save, to rescue","помочь (глат.), спасти",N3
ただ,ただ,free of charge; just (~); only (~),бесплатно; просто (~); только (~),N3
只,ただ,"free of charge, mere, only","бесплатно, просто, только",N3
唯,ただ,"mere, sole, plain","простой, единственный",N3
戦い,たたかい,"battle, fight","битва, бой",N3
戦う,たたかう,"to fight, to compete, to battle","бороться, соревноваться, сражаться",N3
叩く,たたく,"to strike, to beat","ударить, бить",N3
直ちに,ただちに,"at once, immediately","сразу, немедленно",N3
畳む,たたむ,to fold (clothes),складывать (одежду),N3
立ち上がる,たちあがる,to stand up,встать,N3
立場,たちば,"standpoint, position, situation","точка зрения, позиция, ситуация",N3
建つ,たつ,"to stand; to be built (v.i.), to erect, to be erected","стоять; быть построенным (vi), возводиться",N3
経つ,たつ,(time) passes,(время) проходит,N3
達する,たっする,"to reach, to get to","добраться, добраться до",N3
唯,たった,"only, just","только, просто",N3
だって,だって,"but, because, even",но потому что даже,N3
たっぷり,たっぷり,"full, in plenty, ample","полный, в изобилии, обильный",N3
たとえ,たとえ,"even if, no matter, though","даже если, неважно, хотя",N3
谷,たに,valley,долина,N3
他人,たにん,"unrelated person, stranger","посторонний человек, незнакомец",N3
種,たね,seed; material; cause,семя; материал; причина,N3
束,たば,"bunch, bundle",связка,N3
足袋,たび,Japanese socks (with split toe),Японские носки (с раздвоенным носком),N3
度,たび,counter for occurrences,счетчик событий,N3
旅,たび,"travel, trip, journey",путешествие,N3
たびたび,たびたび,"often, repeatedly, frequently","часто, неоднократно",N3
玉,たま,"ball, sphere, coin","шар, сфера, монета",N3
球,たま,"globe, sphere, ball","глобус, сфера, шар",N3
弾,たま,"bullet, shot","пуля, выстрел",N3
偶,たま,"even number, couple, friend","четное число, пара, друг",N3
騙す,だます,"to trick, to cheat, to deceive",обмануть,N3
偶々,たまたま,"unexpectedly, accidentally, by chance","неожиданно, случайно",N3
たまらない,たまらない,"intolerable, unbearable, unendurable",невыносимый,N3
溜まる,たまる,"to collect, to gather, to accumulate","собирать, накапливать",N3
黙る,だまる,to be silent,молчать,N3
試し,ためし,"trial, test",испытание,N3
試す,ためす,"to attempt, to test","пытаться, тестировать",N3
溜める,ためる,"to accumulate, to collect","накапливать, собирать",N3
便り,たより,"news, correspondence, letter","новость, переписка, письмо",N3
